"path","initial_git_status","action","rationale","current_sha256","captured_sha256","original_git_blob"
".summer/00_Docs/27-30/28-A-J/28C_Fantasy_Voxel_Civilisation_Sandbox_Knowledge_Rumours_Truth_Lies_Languages_and_Information_Spread_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","99ca802d38ce91c375d0704513cdc894d043a1ae51758d4c59d130401a368cc8","99ca802d38ce91c375d0704513cdc894d043a1ae51758d4c59d130401a368cc8",
".summer/00_Docs/27-30/28-A-J/28D_Fantasy_Voxel_Civilisation_Sandbox_Relationships_Memory_Trust_Loyalty_Affection_and_Rivalry_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","52cc089c4c03f6bcf6d21747efeed626e928ad981514b28e0484c5a9ddaaa7ed","52cc089c4c03f6bcf6d21747efeed626e928ad981514b28e0484c5a9ddaaa7ed",
".summer/00_Docs/27-30/28-A-J/28E_Fantasy_Voxel_Civilisation_Sandbox_Persuasion_Negotiation_Intimidation_Etiquette_and_Social_Consequences_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","ddbca25d721a045357198e9f6c06e70fb492d65bb1f88ea8b687b647bd4e2845","ddbca25d721a045357198e9f6c06e70fb492d65bb1f88ea8b687b647bd4e2845",
".summer/00_Docs/27-30/28-A-J/28F_Fantasy_Voxel_Civilisation_Sandbox_Companion_Follower_Hireling_and_Temporary_Ally_System_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","1fbfcae9bd9d06258d6c68550fdd12c5612d761ca4206d132fab253c4c8a1d3c","1fbfcae9bd9d06258d6c68550fdd12c5612d761ca4206d132fab253c4c8a1d3c",
".summer/00_Docs/27-30/28-A-J/28G_Fantasy_Voxel_Civilisation_Sandbox_Orders_Delegation_Assignments_Autonomy_and_Off_Screen_Resolution_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","d6c06f5d92882752ea85a059523da09d34c55f0341de8d6f41b9fdf059e0fb7b","d6c06f5d92882752ea85a059523da09d34c55f0341de8d6f41b9fdf059e0fb7b",
".summer/00_Docs/27-30/28-A-J/28H_Fantasy_Voxel_Civilisation_Sandbox_Authored_Procedural_and_AI_Assisted_Dialogue_Governance_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","77065c909791812fbd281a07003552e4db6e61a5f04fa6e71d9d511a828aafd8","77065c909791812fbd281a07003552e4db6e61a5f04fa6e71d9d511a828aafd8",
".summer/00_Docs/27-30/28-A-J/28I_Fantasy_Voxel_Civilisation_Sandbox_Voice_Localisation_Accessibility_UI_and_Presentation_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","ee9af5d1d9e53173b86c70e0cc624fc22ed4df7ed185194cee386490e70c20b5","ee9af5d1d9e53173b86c70e0cc624fc22ed4df7ed185194cee386490e70c20b5",
".summer/00_Docs/27-30/28-A-J/28J_Fantasy_Voxel_Civilisation_Sandbox_Multiplayer_Persistence_Registries_Validation_and_Cross_System_Integration_v0_2.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","677e915f3c8716f39528c6cde5c5f32ee9d4de4e012a1ab09a2a47deda48f504","677e915f3c8716f39528c6cde5c5f32ee9d4de4e012a1ab09a2a47deda48f504",
".summer/00_Docs/27-30/28-A-J/FINAL_RECONCILIATION_NOTICE_v0_2.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","a2f525204e1e1641aa7abc3befbc08d2fbc6873ea50905b438db3e43689e19a9","a2f525204e1e1641aa7abc3befbc08d2fbc6873ea50905b438db3e43689e19a9",
".summer/00_Docs/27-30/28-A-J/Leyforge_Document_Sets_27-30_Cross-Set_Interface_Register_v1_1_Final_Reconciled.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","e933c7e27258f3dd2d71122de5973ff7e4e45858c0054a1d6f9f1091b9325dbc","e933c7e27258f3dd2d71122de5973ff7e4e45858c0054a1d6f9f1091b9325dbc",
".summer/00_Docs/27-30/28-A-J/Leyforge_Document_Sets_27-30_Final_Cross-Set_Reconciliation_and_Integration_Report_v1_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","ed8119496fa419c4b2a00d43178647a3fcd8c27099f9e25315a098ef0e086318","ed8119496fa419c4b2a00d43178647a3fcd8c27099f9e25315a098ef0e086318",
".summer/00_Docs/27-30/28-A-J/MANIFEST.txt","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","df9332722373c1459eb957ba18b53baaf5f917004774c3cd8e7ab22208e7ecee","df9332722373c1459eb957ba18b53baaf5f917004774c3cd8e7ab22208e7ecee",
".summer/00_Docs/27-30/28-A-J/README.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","038b122e829e9f9a9b3f5ec64e66fa260d55611ba0a94d2072e4849c119978a4","038b122e829e9f9a9b3f5ec64e66fa260d55611ba0a94d2072e4849c119978a4",
".summer/00_Docs/27-30/28-A-J/SHA256SUMS.txt","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","816d4ae1e41d7b9fc3c42aa8498ee8675011c2bbea397f130dd7a46d1ad044bc","816d4ae1e41d7b9fc3c42aa8498ee8675011c2bbea397f130dd7a46d1ad044bc",
".summer/00_Docs/27-30/29-A-J/29A_Fantasy_Voxel_Civilisation_Sandbox_Survival_Health_and_Biological_System_Foundation_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","936ae5f5a24dcf3ba4b187a9d5a4bac7febe3ee269174ed8ee9c4d7a67d48b84","936ae5f5a24dcf3ba4b187a9d5a4bac7febe3ee269174ed8ee9c4d7a67d48b84",
".summer/00_Docs/27-30/29-A-J/29B_Fantasy_Voxel_Civilisation_Sandbox_Health_Stamina_Exertion_Fatigue_and_Biological_Recovery_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","aa2737efa3962fd9d6100797f823dc68f8b0519f3351f1bac94aa02de5c113d8","aa2737efa3962fd9d6100797f823dc68f8b0519f3351f1bac94aa02de5c113d8",
".summer/00_Docs/27-30/29-A-J/29C_Fantasy_Voxel_Civilisation_Sandbox_Hunger_Thirst_Nutrition_and_Consumption_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","9e8d6b055da7aa23e3631eb916ddca64ac401bd49af41986afe5a5e8b6f90b86","9e8d6b055da7aa23e3631eb916ddca64ac401bd49af41986afe5a5e8b6f90b86",
".summer/00_Docs/27-30/29-A-J/29D_Fantasy_Voxel_Civilisation_Sandbox_Temperature_Wetness_Shelter_Sleep_and_Environmental_Exposure_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","68d34a19dc981bcfa454fd8b5b2afd6323328946d219c422fc25089a58b54390","68d34a19dc981bcfa454fd8b5b2afd6323328946d219c422fc25089a58b54390",
".summer/00_Docs/27-30/29-A-J/29E_Fantasy_Voxel_Civilisation_Sandbox_Injuries_Wounds_Bleeding_Pain_and_Functional_Impairment_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","833eedec8b5695845f14b652e75953934c0889795ee54cc3ddc3f538a6947b64","833eedec8b5695845f14b652e75953934c0889795ee54cc3ddc3f538a6947b64",
".summer/00_Docs/27-30/29-A-J/29F_Fantasy_Voxel_Civilisation_Sandbox_Disease_Infection_Poison_Toxins_and_Biological_Hazards_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","6a07e0d9f0b56d24bc1286583873b630e9637d5a029e3dc13e6b05d4dcfff5bd","6a07e0d9f0b56d24bc1286583873b630e9637d5a029e3dc13e6b05d4dcfff5bd",
".summer/00_Docs/27-30/29-A-J/29G_Fantasy_Voxel_Civilisation_Sandbox_Medicine_First_Aid_Healing_Treatment_and_Rehabilitation_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","044cae570591cbac98fd9424a93e3a2551e15c651d1a33ce7ae48914e32877ca","044cae570591cbac98fd9424a93e3a2551e15c651d1a33ce7ae48914e32877ca",
".summer/00_Docs/27-30/29-A-J/29H_Fantasy_Voxel_Civilisation_Sandbox_Biological_Profiles_Equipment_Magic_Settlement_and_Environmental_Integration_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","aaa95b462c96eadbb9ce36ae69d1d16214b5195333ac0dab0ba7d2c2ba60a86d","aaa95b462c96eadbb9ce36ae69d1d16214b5195333ac0dab0ba7d2c2ba60a86d",
".summer/00_Docs/27-30/29-A-J/29I_Fantasy_Voxel_Civilisation_Sandbox_Simulation_LOD_Multiplayer_Persistence_UI_and_Accessibility_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","7093be4cda50ea8459af469ed3b24e4d99d79714c5c6ba5d4ec7e19c330695eb","7093be4cda50ea8459af469ed3b24e4d99d79714c5c6ba5d4ec7e19c330695eb",
".summer/00_Docs/27-30/29-A-J/29J_Fantasy_Voxel_Civilisation_Sandbox_Biological_Registries_APIs_Balance_Framework_Validation_and_Cross_System_Integration_v0_2.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","a3b9093c62da14d10f185cc13351d37cb7235b9c34adceca8eeaed694e09f8f2","a3b9093c62da14d10f185cc13351d37cb7235b9c34adceca8eeaed694e09f8f2",
".summer/00_Docs/27-30/29-A-J/FINAL_RECONCILIATION_NOTICE_v0_2.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","40ef3ca8be4dee6932befa5c6dd2c1cac1e716113e725b874d58a492acffa624","40ef3ca8be4dee6932befa5c6dd2c1cac1e716113e725b874d58a492acffa624",
".summer/00_Docs/27-30/29-A-J/MANIFEST.txt","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","9a18ccac5bc8612a4d13a81b42d7af8d8ba08d2138af91ab2d208538dbc89247","9a18ccac5bc8612a4d13a81b42d7af8d8ba08d2138af91ab2d208538dbc89247",
".summer/00_Docs/27-30/29-A-J/README.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","3acec0cfb0ecef3dff83e9cd7338efff9d9d2126d8fba969e976152c71563162","3acec0cfb0ecef3dff83e9cd7338efff9d9d2126d8fba969e976152c71563162",
".summer/00_Docs/27-30/29-A-J/SHA256SUMS.txt","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","3ec7f48bd0dd9a42af23ebfa26fe8fbbe18445889f91492210ed09c40f8e0d6d","3ec7f48bd0dd9a42af23ebfa26fe8fbbe18445889f91492210ed09c40f8e0d6d",
".summer/00_Docs/27-30/30-A-J/30A_Fantasy_Voxel_Civilisation_Sandbox_Movement_Traversal_and_Transportation_System_Architecture_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","464733b690cf205b0096118b5e65133ab39e35646a1c641fa81731b1e172a4c2","464733b690cf205b0096118b5e65133ab39e35646a1c641fa81731b1e172a4c2",
".summer/00_Docs/27-30/30-A-J/30B_Fantasy_Voxel_Civilisation_Sandbox_Core_Player_Locomotion_Controls_Camera_and_Movement_States_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","3ea9e231f1b12a32efc5eb23dd72f1ed0c02dcf683a5378124011eee4dbad132","3ea9e231f1b12a32efc5eb23dd72f1ed0c02dcf683a5378124011eee4dbad132",
".summer/00_Docs/27-30/30-A-J/30C_Fantasy_Voxel_Civilisation_Sandbox_Climbing_Vaulting_Mantling_Ladders_Ropes_and_Grappling_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","813f3e22efb537d38cb1365c8d6e57c1908d002811c0aeb657925017b770e553","813f3e22efb537d38cb1365c8d6e57c1908d002811c0aeb657925017b770e553",
".summer/00_Docs/27-30/30-A-J/30D_Fantasy_Voxel_Civilisation_Sandbox_Gliding_Falling_Aerial_Traversal_and_Environmental_Movement_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","44bd5abc7a6a3cb5f953c93412613bec548ac88e80778d375bc9c8a3ecf6b0fe","44bd5abc7a6a3cb5f953c93412613bec548ac88e80778d375bc9c8a3ecf6b0fe",
".summer/00_Docs/27-30/30-A-J/30E_Fantasy_Voxel_Civilisation_Sandbox_Mounts_Riding_Saddles_Harnesses_and_Mounted_Traversal_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","3e520fbdb202da2cbfe4a276e137b6b243535b1b9c0c29fe891f57d1630f5f50","3e520fbdb202da2cbfe4a276e137b6b243535b1b9c0c29fe891f57d1630f5f50",
".summer/00_Docs/27-30/30-A-J/30F_Fantasy_Voxel_Civilisation_Sandbox_Work_Animals_Handcarts_Wagons_Carriages_and_Caravans_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","8d8c23ef53b5e5da26a8181c44bbc05d05b4ecd98ddec86cb662c7b5fee0f126","8d8c23ef53b5e5da26a8181c44bbc05d05b4ecd98ddec86cb662c7b5fee0f126",
".summer/00_Docs/27-30/30-A-J/30G_Fantasy_Voxel_Civilisation_Sandbox_Rails_Minecarts_Elevators_and_Powered_Land_Transportation_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","1f457dabd99f292aec53e22fc3d77477220e40db3cd9b39d1d262be0678ee835","1f457dabd99f292aec53e22fc3d77477220e40db3cd9b39d1d262be0678ee835",
".summer/00_Docs/27-30/30-A-J/30H_Fantasy_Voxel_Civilisation_Sandbox_Roads_Routes_Terrain_Accessibility_Navigation_and_Long_Distance_Travel_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","9efe9910544e41b0fd2f85102cdc8a191870de7122b643e13992d108ea47c422","9efe9910544e41b0fd2f85102cdc8a191870de7122b643e13992d108ea47c422",
".summer/00_Docs/27-30/30-A-J/30I_Fantasy_Voxel_Civilisation_Sandbox_NPC_Navigation_Pathfinding_Formations_Multiplayer_and_Persistence_v0_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","babf7c28c2d84ca48c422c22562c245b6ea1e6351c7755e7e86bc98cc67e4590","babf7c28c2d84ca48c422c22562c245b6ea1e6351c7755e7e86bc98cc67e4590",
".summer/00_Docs/27-30/30-A-J/30J_Fantasy_Voxel_Civilisation_Sandbox_Movement_Registries_Physics_Contracts_Validation_and_Final_Integration_v0_2.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","6db2bcf278a863a82db90f4eaa22f032433905b62cf2eaa56f69f29e1c453f52","6db2bcf278a863a82db90f4eaa22f032433905b62cf2eaa56f69f29e1c453f52",
".summer/00_Docs/27-30/30-A-J/FINAL_RECONCILIATION_NOTICE_v0_2.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","6681454bd6e12454dc9b13c292acdef56c2c7d1a8d0dd0bffe36f86f6cb95340","6681454bd6e12454dc9b13c292acdef56c2c7d1a8d0dd0bffe36f86f6cb95340",
".summer/00_Docs/27-30/30-A-J/MANIFEST.txt","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","cace2d06dc2143cb7ef342335bad7b79b6e199666af9eb268f3320be77bc3dd8","cace2d06dc2143cb7ef342335bad7b79b6e199666af9eb268f3320be77bc3dd8",
".summer/00_Docs/27-30/30-A-J/README.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","3b1bede9f22fb6f0310a3743c3bac944d31a4cd26981508b86f69047e6f2bcf8","3b1bede9f22fb6f0310a3743c3bac944d31a4cd26981508b86f69047e6f2bcf8",
".summer/00_Docs/27-30/30-A-J/SHA256SUMS.txt","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","ababe5a18f67d5032d21601d13d7461d89c2c5c87e6af3ed9462bf6fdaff01f3","ababe5a18f67d5032d21601d13d7461d89c2c5c87e6af3ed9462bf6fdaff01f3",
".summer/00_Docs/27-30/FINAL_RECONCILIATION_NOTICE_v0_2.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","6681454bd6e12454dc9b13c292acdef56c2c7d1a8d0dd0bffe36f86f6cb95340","6681454bd6e12454dc9b13c292acdef56c2c7d1a8d0dd0bffe36f86f6cb95340",
".summer/00_Docs/27-30/Leyforge_Document_Sets_27-30_Cross-Set_Interface_Register_v1_1_Final_Reconciled.docx","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","8aa43c5cb7ea78249b468e391f790a90148c5d7a97f61c9dcf905cd5064820ee","8aa43c5cb7ea78249b468e391f790a90148c5d7a97f61c9dcf905cd5064820ee",
".summer/00_Docs/27-30/Leyforge_Document_Sets_27-30_Cross-Set_Interface_Register_v1_1_Final_Reconciled.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","e933c7e27258f3dd2d71122de5973ff7e4e45858c0054a1d6f9f1091b9325dbc","e933c7e27258f3dd2d71122de5973ff7e4e45858c0054a1d6f9f1091b9325dbc",
".summer/00_Docs/27-30/Leyforge_Document_Sets_27-30_Final_Cross-Set_Reconciliation_and_Integration_Report_v1_1.docx","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","1a456f5f00ce4eec0dcdb64151f8d366684de765084e367eb0e2d0e04faf56a3","1a456f5f00ce4eec0dcdb64151f8d366684de765084e367eb0e2d0e04faf56a3",
".summer/00_Docs/27-30/Leyforge_Document_Sets_27-30_Final_Cross-Set_Reconciliation_and_Integration_Report_v1_1.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","ed8119496fa419c4b2a00d43178647a3fcd8c27099f9e25315a098ef0e086318","ed8119496fa419c4b2a00d43178647a3fcd8c27099f9e25315a098ef0e086318",
".summer/00_Docs/27-30/MANIFEST.txt","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","cace2d06dc2143cb7ef342335bad7b79b6e199666af9eb268f3320be77bc3dd8","cace2d06dc2143cb7ef342335bad7b79b6e199666af9eb268f3320be77bc3dd8",
".summer/00_Docs/27-30/README.md","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","3b1bede9f22fb6f0310a3743c3bac944d31a4cd26981508b86f69047e6f2bcf8","3b1bede9f22fb6f0310a3743c3bac944d31a4cd26981508b86f69047e6f2bcf8",
".summer/00_Docs/27-30/SHA256SUMS.txt","??","propose_stage","preserve_current_poc_source_or_supplied_source_corpus","ababe5a18f67d5032d21601d13d7461d89c2c5c87e6af3ed9462bf6fdaff01f3","ababe5a18f67d5032d21601d13d7461d89c2c5c87e6af3ed9462bf6fdaff01f3",
".summer/00_Docs/27-A-J/27A_Fantasy_Voxel_Civilisation_Sandbox_Economic_Vision_Architecture_and_Ownership_v0_1.md"," D","propose_stage_deletion","content_relocation_verified_original_blob_preserved",,,"96f21126d017578bf41fef2ff734e2bd48ea3229"
".summer/00_Docs/27-A-J/27B_Fantasy_Voxel_Civilisation_Sandbox_Currency_Barter_Value_and_Price_Formation_v0_1.md"," D","propose_stage_deletion","content_relocation_verified_original_blob_preserved",,,"b685e34a3987d0f8730d2a744bb5f6caa8afb69c"
".summer/00_Docs/27-A-J/27C_Fantasy_Voxel_Civilisation_Sandbox_Markets_Merchants_Stock_and_Supply_Demand_Simulation_v0_1.md"," D","propose_stage_deletion","content_relocation_verified_original_blob_preserved",,,"a13863238bf9fa468338c54625e68a265fe3049e"
".summer/00_Docs/27-A-J/27D_Fantasy_Voxel_Civilisation_Sandbox_Labour_Wages_Households_Businesses_and_Ownership_v0_1.md"," D","propose_stage_deletion","content_relocation_verified_original_blob_preserved",,,"a9863d9d12168706371ee24a9bac9b9042ec6e80"
".summer/00_Docs/27-A-J/27E_Fantasy_Voxel_Civilisation_Sandbox_Contracts_Orders_Services_Breach_and_Enforcement_v0_1.md"," D","propose_stage_deletion","content_relocation_verified_original_blob_preserved",,,"2aa7ef74681095ff5f98e8c22919ff2ca86636a8"
".summer/00_Docs/27-A-J/27F_Fantasy_Voxel_Civilisation_Sandbox_Credit_Debt_Banking_Insurance_and_Financial_Risk_v0_1.md"," D","propose_stage_deletion","content_relocation_verified_original_blob_preserved",,,"a7374d14584dcee5b3112486229d72e95eeb2920"
".summer/00_Docs/27-A-J/27G_Fantasy_Voxel_Civilisation_Sandbox_Taxation_Tariffs_Treasuries_and_Public_Finance_v0_1.md"," D","propose_stage_deletion","content_relocation_verified_original_blob_preserved",,,"c4532f1b0f17409dd715a2bc21afbb0267f6d663"
".summer/00_Docs/27-A-J/27H_Fantasy_Voxel_Civilisation_Sandbox_Trade_Routes_Caravans_Regional_Exchange_and_Cross_Realm_Commerce_v0_1.md"," D","propose_stage_deletion","content_relocation_verified_original_blob_preserved",,,"241e96190dbf19a06017c2cd5702687720ad1ce2"
